x,y,beta,gama,rx,ry
0,0,2.4642,2.75513,0.427809,0.370599
0,1,2.45797,2.68274,0.423407,0.383834
0,2,2.45959,2.61136,0.420094,0.3974
0,3,2.44986,2.53338,0.417271,0.412126
0,4,2.43586,2.44419,0.414547,0.428991
0,5,2.43225,2.35162,0.41318,0.447239
0,6,2.42861,2.26155,0.412991,0.465025
0,7,2.41922,2.18553,0.413133,0.479501
0,8,2.41532,2.11055,0.414811,0.494166
0,9,2.35658,2.08298,0.402371,0.495209
0,10,2.29673,2.03147,0.390583,0.50028
0,11,2.21036,1.97399,0.372293,0.502264
0,12,2.0927,1.87149,0.347626,0.50763
0,13,1.95101,1.71717,0.317915,0.519253
0,14,1.80882,1.54889,0.288532,0.530896
0,15,1.6693,1.37366,0.25964,0.543153
0,16,1.54769,1.2234,0.234557,0.551899
0,17,1.45139,1.10749,0.215093,0.556331
0,18,1.36812,1.00962,0.198855,0.557683
0,19,1.28473,0.925523,0.182839,0.554125
0,20,1.2015,0.855983,0.167171,0.545191
0,21,1.11683,0.795225,0.151249,0.533197
0,22,1.04361,0.753249,0.137632,0.519549
0,23,0.965617,0.718734,0.1254,0.501165
0,24,0.888411,0.694394,0.113495,0.480532
0,25,0.817044,0.675223,0.103501,0.460115
0,26,0.753618,0.633497,0.0955519,0.446503
0,27,0.68518,0.597045,0.0885572,0.429702
0,28,0.616664,0.571947,0.0816136,0.410424
0,29,0.553616,0.54896,0.0767587,0.392423
0,30,0.516372,0.494574,0.0725769,0.389492
0,31,0.467213,0.453218,0.06779,0.379602
0,32,0.420008,0.427555,0.0649932,0.367317
0,33,0.39955,0.35954,0.0630011,0.373004
0,34,0.359186,0.293187,0.06048,0.370898
0,35,0.304654,0.237984,0.0578889,0.361197
1,0,2.43147,2.71519,0.423045,0.376286
1,1,2.42921,2.66644,0.420162,0.385288
1,2,2.42386,2.60311,0.416704,0.396994
1,3,2.41654,2.5317,0.413778,0.410414
1,4,2.40774,2.44649,0.411114,0.426629
1,5,2.40285,2.35635,0.40942,0.444181
1,6,2.3967,2.27039,0.408216,0.460804
1,7,2.38463,2.19351,0.40675,0.475171
1,8,2.36294,2.12897,0.403368,0.486304
1,9,2.31749,2.07934,0.39435,0.492417
1,10,2.25401,2.02379,0.381401,0.497481
1,11,2.17181,1.95094,0.364375,0.502927
1,12,2.06535,1.84444,0.342266,0.510847
1,13,1.93611,1.69359,0.315235,0.523245
1,14,1.8047,1.5305,0.2883,0.535978
1,15,1.67472,1.36076,0.261737,0.548817
1,16,1.55838,1.2105,0.238136,0.558398
1,17,1.46402,1.09104,0.219333,0.56408
1,18,1.38571,0.996604,0.203783,0.566443
1,19,1.31134,0.917439,0.189448,0.56441
1,20,1.23532,0.851416,0.175034,0.556947
1,21,1.15502,0.791231,0.15943,0.546423
1,22,1.08668,0.74755,0.145801,0.535197
1,23,1.0119,0.711707,0.134199,0.518039
1,24,0.935631,0.6807,0.122167,0.499238
1,25,0.86495,0.65205,0.112119,0.481073
1,26,0.795742,0.6171,0.1032,0.46424
1,27,0.724355,0.581428,0.0947977,0.446448
1,28,0.656316,0.551013,0.0872669,0.428519
1,29,0.597722,0.519211,0.0812643,0.413947
1,30,0.548907,0.47766,0.0759973,0.404534
1,31,0.499093,0.435292,0.0715227,0.394708
1,32,0.457268,0.393936,0.0677494,0.387542
1,33,0.427588,0.340932,0.0646211,0.387028
1,34,0.395738,0.283863,0.0630867,0.386415
1,35,0.368541,0.234495,0.0611508,0.386022
2,0,2.38359,2.68728,0.417968,0.378883
2,1,2.38298,2.64386,0.415192,0.386911
2,2,2.37771,2.58973,0.411539,0.396774
2,3,2.37195,2.52519,0.408728,0.408834
2,4,2.3645,2.4483,0.40578,0.42331
