x,y,beta,gama,rx,ry
0,0,2.48011,2.75626,0.428188,0.371074
0,1,2.48397,2.70196,0.425287,0.381429
0,2,2.47325,2.63601,0.422289,0.393763
0,3,2.46639,2.54939,0.419377,0.410404
0,4,2.47,2.46512,0.417751,0.427191
0,5,2.47178,2.38705,0.417399,0.442954
0,6,2.46781,2.31154,0.417345,0.458009
0,7,2.46998,2.24381,0.418738,0.471859
0,8,2.46362,2.17662,0.420073,0.485068
0,9,2.44196,2.10655,0.418937,0.498013
0,10,2.40334,2.03123,0.414918,0.511078
0,11,2.36436,1.94517,0.411423,0.526036
0,12,2.3209,1.86177,0.406751,0.539749
0,13,2.27818,1.77743,0.402126,0.553226
0,14,2.22592,1.71868,0.392332,0.559182
0,15,2.14475,1.64616,0.374763,0.561735
0,16,1.99909,1.52749,0.34171,0.561454
0,17,1.80453,1.36569,0.298327,0.560302
0,18,1.60614,1.2009,0.254591,0.556475
0,19,1.43044,1.0602,0.216568,0.549117
0,20,1.27824,0.947068,0.184659,0.537334
0,21,1.14738,0.860204,0.15868,0.521331
0,22,1.03537,0.796684,0.137118,0.503243
0,23,0.941921,0.750597,0.120344,0.484776
0,24,0.869221,0.723985,0.108052,0.467442
0,25,0.811097,0.708122,0.0988244,0.451627
0,26,0.770119,0.663843,0.0929245,0.446693
0,27,0.723328,0.623485,0.0879668,0.438478
0,28,0.673767,0.591156,0.0822038,0.427481
0,29,0.624254,0.56166,0.0788872,0.41562
0,30,0.584168,0.502043,0.0753987,0.412866
0,31,0.528322,0.436376,0.0708306,0.40537
0,32,0.464424,0.378973,0.065792,0.393156
0,33,0.426017,0.313861,0.0619548,0.391755
0,34,0.380578,0.262737,0.0580433,0.384895
0,35,0.340342,0.236659,0.0550121,0.374937
1,0,2.4591,2.72711,0.425095,0.375565
1,1,2.46042,2.68606,0.423068,0.383397
1,2,2.45368,2.6212,0.41993,0.395564
1,3,2.4476,2.54081,0.41684,0.410935
1,4,2.4472,2.45966,0.415054,0.426953
1,5,2.44791,2.38365,0.414346,0.442204
1,6,2.44667,2.31135,0.414259,0.456713
1,7,2.44451,2.2442,0.41479,0.470176
1,8,2.43528,2.17825,0.414889,0.48299
1,9,2.41355,2.10751,0.413243,0.496022
1,10,2.38073,2.03027,0.410001,0.509711
1,11,2.34308,1.94877,0.406079,0.523639
1,12,2.30269,1.86614,0.401683,0.537075
1,13,2.25481,1.78065,0.395178,0.54971
1,14,2.19689,1.70804,0.384729,0.557847
1,15,2.10956,1.62518,0.366044,0.561721
1,16,1.96526,1.49661,0.334105,0.563553
1,17,1.77534,1.33055,0.292144,0.56413
1,18,1.58867,1.16923,0.251025,0.562665
1,19,1.43092,1.03715,0.216994,0.557415
1,20,1.29302,0.930609,0.188247,0.547204
1,21,1.17193,0.8468,0.163526,0.533451
1,22,1.06897,0.785105,0.143277,0.517563
1,23,0.984356,0.739782,0.127202,0.501937
1,24,0.915747,0.71068,0.115653,0.486179
1,25,0.85967,0.685394,0.106526,0.472942
1,26,0.810009,0.650881,0.0996109,0.463119
1,27,0.75759,0.611085,0.0930198,0.453013
1,28,0.707286,0.574325,0.0869511,0.442762
1,29,0.661895,0.536407,0.0823179,0.434196
1,30,0.617982,0.486675,0.0776928,0.428276
1,31,0.565573,0.427374,0.0738892,0.420828
1,32,0.509587,0.366144,0.0690444,0.412372
1,33,0.461076,0.308729,0.0642758,0.40581
1,34,0.415288,0.256553,0.0603409,0.399134
1,35,0.386168,0.216953,0.0570675,0.396188
2,0,2.42427,2.69905,0.420934,0.37909
2,1,2.42553,2.65534,0.418762,0.387427
2,2,2.42057,2.59449,0.415625,0.398837
2,3,2.41554,2.52451,0.412673,0.412176
2,4,2.41392,2.45177,0.410731,0.426447
2,5,2.41422,2.37944,0.409684,0.440929
2,6,2.41273,2.31012,0.409006,0.454803
2,7,2.40821,2.244,0.408722,0.467897
2,8,2.39784,2.17769,0.408144,0.480682
2,9,2.37799,2.10578,0.406384,0.49396
2,10,2.34963,2.02864,0.403447,0.507736
2,11,2.31598,1.9512,0.399489,0.520969
2,12,2.27619,1.87013,0.394627,0.533472
2,13,2.22225,1.77794,0.386339,0.546029
2,14,2.15366,1.68933,0.373723,0.55522
2,15,2.05441,1.5848,0.353126,0.56179
2,16,1.90803,1.44294,0.32155,0.566691
2,17,1.73232,1.27838,0.28339,0.569776
2,18,1.56727,1.12696,0.247451,0.570461
2,19,1.43225,1.00832,0.218295,0.56756
2,20,1.31454,0.913058,0.193697,0.559659
2,21,1.20791,0.835664,0.171808,0.548103
2,22,1.11589,0.776335,0.153001,0.535083
2,23,1.04001,0.731196,0.137808,0.522371
2,24,0.975532,0.698268,0.126509,0.508858
2,25,0.918919,0.668284,0.116456,0.496732
2,26,0.864178,0.634902,0.109096,0.484907
2,27,0.806346,0.594986,0.101186,0.47315
2,28,0.753747,0.555548,0.0936119,0.46293
2,29,0.708328,0.516188,0.0881442,0.454813
2,30,0.662606,0.469747,0.0840156,0.447591
2,31,0.613873,0.414266,0.0794722,0.44098
2,32,0.563216,0.357277,0.0745186,0.433841
2,33,0.51559,0.305995,0.0697376,0.426543
2,34,0.471816,0.260669,0.0659149,0.419352
2,35,0.443055,0.227288,0.0632789,0.415342
3,0,2.38217,2.66765,0.416052,0.382746
3,1,2.38218,2.6226,0.41333,0.391212
3,2,2.37842,2.56623,0.409987,0.401723
3,3,2.37494,2.50736,0.407087,0.412908
3,4,2.37429,2.44531,0.405316,0.425115
3,5,2.37561,2.37765,0.404288,0.438748
3,6,2.37433,2.30844,0.403217,0.452605
