x,y,beta,gama,rx,ry
0,0,0.213461,0.374402,0.0502182,0.20483
0,1,0.220575,0.390614,0.0508014,0.211155
0,2,0.223719,0.386142,0.0488977,0.206192
0,3,0.21587,0.370675,0.0461232,0.192351
0,4,0.2033,0.342212,0.0424421,0.17731
0,5,0.190933,0.309771,0.0395242,0.159108
0,6,0.181518,0.282628,0.0340638,0.146649
0,7,0.171997,0.258602,0.0318299,0.141644
0,8,0.165718,0.23709,0.0306453,0.138857
0,9,0.163123,0.222232,0.0305305,0.139085
0,10,0.159511,0.217783,0.0300036,0.145159
0,11,0.163494,0.211563,0.030186,0.148575
0,12,0.162511,0.20759,0.0334671,0.161412
0,13,0.166118,0.203885,0.0342737,0.171316
0,14,0.167217,0.20134,0.0345713,0.183181
0,15,0.166756,0.205155,0.0337524,0.195247
0,16,0.165097,0.202923,0.038476,0.211082
0,17,0.164936,0.200326,0.0385013,0.222594
0,18,0.160428,0.196,0.0406165,0.230529
0,19,0.155676,0.185153,0.0412228,0.239228
0,20,0.146612,0.176594,0.042027,0.247406
0,21,0.139314,0.167592,0.0444991,0.258511
0,22,0.132788,0.158986,0.0452025,0.265378
0,23,0.125717,0.14656,0.0450473,0.268266
0,24,0.117074,0.131234,0.0454837,0.270372
0,25,0.109206,0.11741,0.045314,0.270094
0,26,0.101823,0.0996505,0.0430207,0.261818
0,27,0.0931323,0.0846809,0.0412298,0.241247
0,28,0.0834875,0.070147,0.0344978,0.20753
0,29,0.0740638,0.0565334,0.0311221,0.172108
0,30,0.0631257,0.0461697,0.0239667,0.136872
0,31,0.0556393,0.0377371,0.0179112,0.100009
0,32,0.0438982,0.0297076,0.0164777,0.0745589
0,33,0.0339337,0.0184005,0.0158573,0.0551755
0,34,0.0249602,0.0123797,0.0124548,0.0430299
0,35,0.0223726,0.0145734,0.0121506,0.0324685
0,36,0.020411,0.00807604,0.00815086,0.0206013
0,37,0.0122641,0.00870113,0.00914587,0.0206242
0,38,0.0159181,0.00602196,0.00660306,0.0181993
0,39,0.00571649,0.0108511,0.00996322,0.0142658
0,40,0.0103447,0.00712459,0.00903123,0.00656381
0,41,0.0100978,0.0087932,0.00400067,0.0132395
0,42,0.0102029,0.00165893,0.0052514,0.00605833
0,43,0.00920813,0.00404108,0.0091346,0.00729869
0,44,0.00706124,0.00469926,0.00667656,0.00944862
0,45,0.0100112,0.00400403,0.0050298,0.008659
0,46,0.00756167,0.00024284,0.00609042,0.00767795
0,47,0.00957093,0.00508949,0.00426559,0.00597569
0,48,0.00134012,0.00276058,0.00674395,0.00832802
0,49,0.000738524,0.000340313,0.00762987,0.00862405
0,50,0.00146481,0.00262479,0.00172225,0.00885082
0,51,0.00631272,0.000716568,0.00421468,0.00200373
0,52,0.00517582,0.000710378,0.00980902,0.00416787
0,53,0.00455057,0.00480609,0.00190675,0.00134477
