x,y,beta,gama,rx,ry
0,0,0.0270799,0.0307871,0.0121341,0.0223404
0,1,0.0203518,0.0368459,0.0102156,0.0237201
0,2,0.0284479,0.0344877,0.00774283,0.0251248
0,3,0.0264613,0.0417113,0.00775294,0.0223212
0,4,0.0238608,0.0374663,0.00760103,0.0236576
0,5,0.0242493,0.0316123,0.00911823,0.0171794
0,6,0.0276367,0.0331908,0.00519661,0.0165891
0,7,0.0263981,0.0328703,0.00594237,0.0215228
0,8,0.0258243,0.0283009,0.0069979,0.022619
0,9,0.0267072,0.0261359,0.00846646,0.0220026
0,10,0.0222972,0.0334358,0.00816226,0.0252886
0,11,0.0279699,0.0324018,0.00808401,0.0198204
0,12,0.0241391,0.0311851,0.0126696,0.0268986
0,13,0.028005,0.027286,0.0124404,0.025992
0,14,0.0273357,0.0225514,0.0104364,0.0256494
0,15,0.0237315,0.0295758,0.00488003,0.0231532
0,16,0.0186824,0.0241017,0.0118544,0.0297288
0,17,0.021785,0.0224056,0.0076611,0.029738
0,18,0.0191135,0.0257615,0.0100472,0.0248025
0,19,0.0223579,0.0171903,0.0080783,0.025034
0,20,0.0136905,0.0182975,0.00556759,0.0206017
0,21,0.0120314,0.0140792,0.00965965,0.027957
0,22,0.0135436,0.0144627,0.00731021,0.0262536
0,23,0.0128122,0.0144496,0.00385431,0.0205011
0,24,0.00849847,0.00766084,0.0056177,0.019282
0,25,0.0106085,0.0134998,0.00606115,0.0188507
0,26,0.0120105,0.0060971,0.00216093,0.0145676
0,27,0.00703181,0.00916921,0.00998254,0.0107402
0,28,0.00343389,0.00421141,0.00436719,0.00594813
0,29,0.00577542,0.00244236,0.00979136,0.0109481
0,30,0.00638702,0.0055602,0.00618507,0.0117785
0,31,0.0112872,0.00812767,0.00407917,0.0032089
0,32,0.00825092,0.00812073,0.00706358,0.0033421
0,33,0.00598067,0.00201794,0.00948336,0.00363291
0,34,0.00327041,0.000646582,0.00773898,0.006342
0,35,0.00609474,0.00680386,0.00889813,0.0062592
0,36,0.00816355,0.00242006,0.00567567,0.00165631
0,37,0.00277435,0.00485087,0.00745219,0.0072941
0,38,0.00889607,0.0033053,0.00533883,0.00868093
0,39,0.00024755,0.00906876,0.00912539,0.0074006
0,40,0.00630419,0.00584779,0.00841818,0.00154423
0,41,0.00707331,0.00792994,0.00351381,0.00969761
