x,y,beta,gama,rx,ry
0,0,0.0969693,0.155857,0.0254417,0.0838546
0,1,0.0951518,0.165573,0.0244252,0.0872316
0,2,0.102052,0.163246,0.0223498,0.087796
0,3,0.0987851,0.163903,0.0216792,0.0829335
0,4,0.0934437,0.152484,0.0205559,0.0801676
0,5,0.089798,0.138175,0.0206832,0.070802
0,6,0.0887199,0.129848,0.0163575,0.0667043
0,7,0.084356,0.120866,0.0160641,0.0683151
0,8,0.0813794,0.109729,0.0162893,0.068026
0,9,0.0805839,0.102327,0.0171385,0.0676488
0,10,0.0761569,0.104648,0.0167287,0.071902
0,11,0.0809826,0.101234,0.0167418,0.0698741
0,12,0.0782232,0.0986992,0.0208294,0.0793348
0,13,0.082036,0.0946433,0.0210115,0.0828248
0,14,0.0820564,0.0903705,0.0199018,0.0873863
0,15,0.0796002,0.0955417,0.0161906,0.0907509
0,16,0.0758619,0.0907664,0.0223375,0.101496
0,17,0.0779721,0.0887068,0.0199901,0.107356
0,18,0.0753662,0.0899229,0.0225887,0.109765
0,19,0.0765497,0.0821657,0.0220383,0.115792
0,20,0.0690713,0.0805989,0.0210904,0.117903
0,21,0.0659261,0.0744913,0.0243346,0.126381
0,22,0.064163,0.0702706,0.0228841,0.126363
0,23,0.0601317,0.0646162,0.0201999,0.120613
0,24,0.0528948,0.053498,0.0204275,0.114416
0,25,0.0493746,0.0506058,0.0192919,0.105429
0,26,0.0450935,0.038301,0.0145496,0.0909359
0,27,0.0358097,0.0341824,0.0186002,0.0751205
0,28,0.0275274,0.0243876,0.0121305,0.0582921
0,29,0.0247,0.0179211,0.0150721,0.0509002
0,30,0.0211585,0.0167282,0.0104827,0.0419058
0,31,0.0223582,0.0160773,0.00738381,0.0261502
0,32,0.0168806,0.0138296,0.0093082,0.0201087
0,33,0.0126126,0.00629394,0.0110077,0.0157596
0,34,0.00834224,0.00369599,0.00887127,0.0149926
0,35,0.00985188,0.008829,0.00968232,0.0124554
0,36,0.0109528,0.00388648,0.00627333,0.00614117
