x,y,beta,gama,rx,ry
0,0,2.36741,2.63534,0.411586,0.386751
0,1,2.29933,2.60196,0.404202,0.388462
0,2,2.21441,2.58066,0.395675,0.386225
0,3,2.12999,2.56081,0.387703,0.383429
0,4,2.01617,2.56013,0.381524,0.375514
0,5,1.91843,2.55783,0.375813,0.368305
0,6,1.82688,2.56969,0.373561,0.35983
0,7,1.69207,2.59768,0.372551,0.346461
0,8,1.59422,2.58582,0.368839,0.339985
0,9,1.48016,2.59925,0.369978,0.330021
0,10,1.37765,2.64486,0.377362,0.318542
0,11,1.33938,2.55004,0.357565,0.318502
0,12,1.30401,2.44318,0.335919,0.319595
0,13,1.25526,2.34202,0.315436,0.318517
0,14,1.20883,2.26019,0.299286,0.316435
0,15,1.17201,2.2042,0.288398,0.313798
0,16,1.15123,2.14367,0.277068,0.31477
0,17,1.10703,2.02994,0.255363,0.314944
1,0,2.35891,2.5612,0.406988,0.400102
1,1,2.29166,2.5484,0.399973,0.397799
1,2,2.20771,2.52355,0.390483,0.395836
1,3,2.12283,2.50241,0.381468,0.392938
1,4,2.01466,2.4928,0.373369,0.386178
1,5,1.91898,2.48986,0.366943,0.378643
1,6,1.8319,2.49793,0.36292,0.370068
1,7,1.70745,2.50271,0.358154,0.359615
1,8,1.61233,2.50081,0.355558,0.351673
1,9,1.50938,2.5066,0.354576,0.342125
1,10,1.4232,2.51127,0.353236,0.33313
1,11,1.35735,2.4503,0.339628,0.328718
1,12,1.31148,2.3612,0.321049,0.327479
1,13,1.25882,2.27351,0.302692,0.324737
1,14,1.21615,2.19875,0.288057,0.323193
1,15,1.17767,2.14682,0.278001,0.320156
1,16,1.14381,2.08912,0.267472,0.3187
1,17,1.08913,1.98449,0.247497,0.316161
2,0,2.32554,2.49112,0.400187,0.411419
2,1,2.27241,2.48246,0.394164,0.408909
2,2,2.19286,2.4603,0.384487,0.406286
2,3,2.11228,2.44034,0.374625,0.403042
2,4,2.01042,2.42751,0.365502,0.396578
2,5,1.91898,2.41694,0.357863,0.389979
