x,y,beta,gama,rx,ry
0,0,2.39713,2.71887,0.420251,0.373625
0,1,2.32637,2.69875,0.415064,0.373524
0,2,2.23804,2.69512,0.410175,0.369474
0,3,2.13476,2.6957,0.4053,0.363585
0,4,2.03636,2.71183,0.402981,0.355325
0,5,1.94365,2.68804,0.395753,0.352163
0,6,1.84512,2.67687,0.390568,0.346796
0,7,1.69664,2.69384,0.387897,0.334667
0,8,1.61488,2.66798,0.382418,0.331219
0,9,1.51937,2.65839,0.37951,0.324868
0,10,1.44544,2.59557,0.366598,0.322476
0,11,1.38804,2.50235,0.347711,0.322749
0,12,1.35055,2.39953,0.32771,0.326177
0,13,1.28724,2.29252,0.306489,0.326057
0,14,1.22607,2.1743,0.2839,0.327231
0,15,1.1963,2.09328,0.268353,0.328884
0,16,1.15527,1.99693,0.250042,0.329415
0,17,1.11818,1.94913,0.241101,0.326616
1,0,2.38347,2.64243,0.414723,0.387123
1,1,2.31639,2.6382,0.410285,0.383955
1,2,2.23366,2.63126,0.404683,0.380312
1,3,2.13305,2.62963,0.398921,0.374399
1,4,2.03617,2.62714,0.393126,0.368196
1,5,1.942,2.61591,0.386513,0.362823
1,6,1.85201,2.60341,0.379926,0.357382
1,7,1.71359,2.60773,0.374732,0.346742
1,8,1.63401,2.5906,0.370273,0.342043
1,9,1.55072,2.5637,0.36363,0.337178
1,10,1.47501,2.51033,0.352245,0.334227
1,11,1.4058,2.41552,0.33332,0.334236
1,12,1.35765,2.31839,0.313882,0.335702
1,13,1.28889,2.21124,0.292772,0.335456
1,14,1.22597,2.0947,0.270063,0.336009
1,15,1.18837,2.01619,0.255195,0.336374
1,16,1.14402,1.92712,0.238287,0.335783
1,17,1.1082,1.88357,0.230243,0.332768
2,0,2.34221,2.56682,0.40768,0.399134
2,1,2.29138,2.56212,0.403987,0.396617
2,2,2.22107,2.55306,0.398198,0.393519
2,3,2.12787,2.54638,0.390987,0.388113
2,4,2.03319,2.53618,0.382971,0.382397
2,5,1.94166,2.52412,0.375226,0.376706
2,6,1.85814,2.50998,0.368184,0.371526
2,7,1.722,2.49912,0.358469,0.36168
2,8,1.64523,2.46714,0.350973,0.358028
2,9,1.56678,2.42689,0.341726,0.354514
2,10,1.48799,2.36491,0.328358,0.351892
2,11,1.4089,2.26714,0.308993,0.35133
2,12,1.35038,2.17793,0.291088,0.351157
2,13,1.27524,2.0757,0.27062,0.349543
2,14,1.21152,1.97233,0.250086,0.34834
2,15,1.16954,1.90246,0.236519,0.346796
2,16,1.12234,1.82667,0.222067,0.34435
2,17,1.08364,1.79211,0.215581,0.339394
3,0,2.31584,2.47103,0.402068,0.416177
3,1,2.26662,2.46777,0.397384,0.412936
3,2,2.20362,2.4612,0.390712,0.409136
3,3,2.11714,2.45513,0.382117,0.403122
3,4,2.02678,2.44418,0.372527,0.396878
3,5,1.93836,2.42842,0.36288,0.391099
3,6,1.85953,2.4058,0.353913,0.386835
3,7,1.72872,2.37918,0.340779,0.378504
3,8,1.65239,2.33794,0.331176,0.375185
3,9,1.57328,2.28551,0.319274,0.372297
3,10,1.49051,2.21503,0.30407,0.369934
3,11,1.40425,2.11602,0.284463,0.368452
3,12,1.33806,2.03251,0.267699,0.366959
3,13,1.25788,1.93811,0.248451,0.363698
3,14,1.19387,1.8543,0.231334,0.360058
3,15,1.14776,1.8009,0.220442,0.355519
3,16,1.09923,1.74138,0.208183,0.350668
3,17,1.05969,1.71143,0.202831,0.344785
4,0,2.30241,2.3477,0.397562,0.43965
4,1,2.24921,2.34863,0.391121,0.434809
4,2,2.18666,2.34994,0.38311,0.428899
4,3,2.10205,2.34561,0.372225,0.421604
4,4,2.01364,2.33504,0.361404,0.41457
4,5,1.92455,2.31359,0.349431,0.408712
4,6,1.84726,2.28482,0.337625,0.404401
4,7,1.73027,2.24377,0.323008,0.398883
4,8,1.65177,2.19262,0.31122,0.395932
4,9,1.56784,2.12827,0.296795,0.39328
4,10,1.48191,2.05498,0.279738,0.389788
4,11,1.39284,1.95871,0.260656,0.387429
4,12,1.32023,1.88203,0.244541,0.383969
4,13,1.2391,1.79731,0.226932,0.379312
4,14,1.17605,1.73476,0.213135,0.372873
4,15,1.12692,1.69611,0.205174,0.365869
4,16,1.07195,1.65045,0.1955,0.357568
4,17,1.02441,1.62149,0.189478,0.349245
5,0,2.2977,2.22274,0.394853,0.464417
5,1,2.24111,2.22675,0.387057,0.45839
5,2,2.17613,2.23373,0.377609,0.450707
5,3,2.09042,2.23518,0.365646,0.441547
5,4,2.00118,2.22705,0.352873,0.433132
5,5,1.91074,2.20219,0.33851,0.42677
5,6,1.83698,2.17288,0.325459,0.422211
5,7,1.71794,2.1105,0.306806,0.41876
5,8,1.63679,2.0457,0.292401,0.41681
5,9,1.55027,1.97238,0.276087,0.414409
5,10,1.46271,1.90091,0.258929,0.410105
5,11,1.36536,1.79766,0.238079,0.406244
5,12,1.29211,1.72583,0.22235,0.40164
5,13,1.21585,1.65384,0.206766,0.395913
5,14,1.15115,1.60223,0.195697,0.387805
5,15,1.09711,1.56927,0.1882,0.378444
5,16,1.03589,1.53174,0.179782,0.36722
5,17,0.982061,1.51012,0.174552,0.3558
6,0,2.28895,2.11511,0.393093,0.485818
6,1,2.23428,2.12245,0.384994,0.478867
6,2,2.16742,2.12596,0.37387,0.471387
6,3,2.07901,2.12247,0.360307,0.462363
6,4,1.98273,2.10273,0.344454,0.454513
6,5,1.88977,2.07118,0.327994,0.44835
6,6,1.80843,2.02976,0.312377,0.444472
6,7,1.68809,1.95534,0.2895,0.441573
6,8,1.60947,1.88788,0.274195,0.439607
