x,y,beta,gama,rx,ry
0,0,2.34422,2.60272,0.410862,0.392402
0,1,2.27859,2.57387,0.405471,0.3936
0,2,2.18311,2.56758,0.399587,0.388422
0,3,2.0812,2.54794,0.391266,0.383813
0,4,1.96056,2.5389,0.38258,0.375212
0,5,1.83514,2.53859,0.375384,0.36452
0,6,1.71662,2.53488,0.368175,0.35406
0,7,1.55264,2.54119,0.358232,0.337536
0,8,1.48466,2.53345,0.35487,0.330939
0,9,1.44048,2.48978,0.345607,0.328753
0,10,1.40165,2.44895,0.337009,0.326792
0,11,1.33847,2.38693,0.324637,0.323043
0,12,1.29297,2.31885,0.311404,0.322082
0,13,1.25209,2.24523,0.297215,0.321856
0,14,1.20126,2.17041,0.283052,0.320246
0,15,1.17258,2.0601,0.262973,0.325521
0,16,1.12793,1.96553,0.245808,0.326917
0,17,1.08765,1.89405,0.232857,0.326668
1,0,2.33656,2.51021,0.40761,0.409834
1,1,2.28766,2.50183,0.403146,0.407636
1,2,2.1998,2.49603,0.396438,0.402282
1,3,2.09689,2.48799,0.387129,0.395047
1,4,1.97874,2.48114,0.377509,0.385847
1,5,1.85596,2.48266,0.369291,0.374291
1,6,1.73607,2.4816,0.36099,0.362463
1,7,1.57957,2.48189,0.348093,0.345769
1,8,1.5145,2.45899,0.342216,0.34098
1,9,1.46599,2.42903,0.335679,0.338131
1,10,1.42251,2.39346,0.327917,0.33551
1,11,1.36234,2.3294,0.315647,0.333267
1,12,1.31494,2.26276,0.302857,0.332544
1,13,1.2709,2.19115,0.289237,0.332177
1,14,1.22142,2.1126,0.274617,0.331638
1,15,1.17191,2.0023,0.254213,0.333021
1,16,1.1145,1.91303,0.237683,0.331178
1,17,1.06174,1.8522,0.226192,0.326885
2,0,2.35144,2.3971,0.406663,0.433006
2,1,2.30113,2.39532,0.401035,0.429069
2,2,2.21504,2.39736,0.393338,0.421911
2,3,2.11013,2.39598,0.382735,0.412982
2,4,1.99571,2.39557,0.37114,0.402286
2,5,1.88494,2.39879,0.363479,0.3913
2,6,1.76903,2.40148,0.354762,0.37874
2,7,1.60988,2.40326,0.339999,0.360787
