x,y,beta,gama,rx,ry
0,0,2.42182,2.63467,0.418941,0.390153
0,1,2.31858,2.61965,0.411406,0.386975
0,2,2.1989,2.6195,0.403474,0.379764
0,3,2.08982,2.6352,0.397263,0.369986
0,4,1.98054,2.6103,0.386915,0.365034
0,5,1.88995,2.58084,0.376958,0.361538
0,6,1.80347,2.55186,0.367736,0.357553
0,7,1.68913,2.54313,0.359871,0.348528
0,8,1.6209,2.50798,0.351616,0.34571
0,9,1.55835,2.46804,0.342345,0.342676
0,10,1.49489,2.44658,0.336799,0.338011
0,11,1.43542,2.38486,0.324305,0.335255
0,12,1.37172,2.33236,0.313302,0.33074
0,13,1.30723,2.2652,0.300092,0.327114
0,14,1.24284,2.18202,0.284382,0.324839
0,15,1.18396,2.10644,0.270435,0.322101
0,16,1.12549,2.03794,0.257854,0.318326
0,17,1.07419,1.95431,0.242253,0.316578
1,0,2.40455,2.55146,0.41374,0.405028
1,1,2.32252,2.54995,0.407458,0.400095
1,2,2.20879,2.5499,0.398512,0.392588
1,3,2.09568,2.54909,0.389011,0.384341
1,4,1.98394,2.52947,0.377623,0.377836
1,5,1.89254,2.5026,0.366949,0.37342
1,6,1.80511,2.47979,0.357869,0.368085
1,7,1.69307,2.46099,0.34761,0.359739
1,8,1.62297,2.43229,0.339456,0.355036
1,9,1.5603,2.40102,0.331086,0.350586
1,10,1.50633,2.37346,0.323565,0.346205
1,11,1.44284,2.32596,0.313721,0.341836
1,12,1.37596,2.26994,0.302557,0.337714
1,13,1.30128,2.19688,0.288042,0.333037
1,14,1.22999,2.11034,0.271562,0.329772
1,15,1.16472,2.02772,0.256506,0.326638
1,16,1.10033,1.95542,0.243335,0.322069
1,17,1.03997,1.88145,0.229658,0.317624
2,0,2.40466,2.46414,0.410183,0.421773
2,1,2.31638,2.46176,0.401768,0.416115
2,2,2.20853,2.45685,0.391042,0.409034
2,3,2.09476,2.44647,0.37878,0.401416
2,4,1.98094,2.42909,0.365965,0.393697
2,5,1.89049,2.40609,0.354423,0.388112
2,6,1.80553,2.38587,0.34531,0.382158
2,7,1.69351,2.36123,0.332929,0.373634
2,8,1.62499,2.33882,0.325179,0.367651
2,9,1.56472,2.31705,0.317905,0.361769
2,10,1.50811,2.29325,0.310778,0.356282
2,11,1.44368,2.24921,0.301241,0.350992
2,12,1.37306,2.19213,0.289504,0.346058
2,13,1.29075,2.11688,0.274335,0.340171
2,14,1.21308,2.02828,0.257569,0.335927
2,15,1.1411,1.94446,0.242029,0.3314
2,16,1.07476,1.87666,0.229663,0.325749
2,17,1.01369,1.81439,0.218321,0.319908
3,0,2.36835,2.36599,0.403118,0.438706
3,1,2.2931,2.35742,0.394148,0.434486
3,2,2.19406,2.34646,0.381934,0.428329
3,3,2.08487,2.33026,0.367675,0.421203
3,4,1.97533,2.31584,0.354063,0.41264
3,5,1.88455,2.29748,0.34228,0.405684
3,6,1.80282,2.27773,0.331851,0.399143
3,7,1.69551,2.25538,0.318844,0.389866
3,8,1.62748,2.23493,0.310435,0.382857
3,9,1.56853,2.21931,0.303555,0.37576
3,10,1.50953,2.19871,0.296442,0.369109
3,11,1.43537,2.14984,0.285477,0.362384
3,12,1.35921,2.08868,0.272974,0.356915
3,13,1.27141,2.00986,0.257313,0.350482
3,14,1.18789,1.92152,0.240265,0.344665
3,15,1.113,1.84608,0.22563,0.338066
3,16,1.05137,1.78895,0.215131,0.331913
3,17,0.996981,1.73919,0.205958,0.325957
4,0,2.33442,2.26955,0.396843,0.455616
4,1,2.26675,2.26371,0.386841,0.450889
4,2,2.17114,2.24809,0.373154,0.444996
4,3,2.06589,2.22763,0.356772,0.438268
4,4,1.96232,2.20964,0.342814,0.430263
4,5,1.87372,2.19054,0.330063,0.423121
4,6,1.79637,2.17652,0.319108,0.415429
4,7,1.69842,2.1566,0.306841,0.406192
