beta,gama,rx,ry
0.627524,1.202619,0.128380,0.299952
1.631246,1.506873,0.246199,0.522721
1.627074,0.614942,0.337083,0.700333
0.410415,0.322685,0.051686,0.384377
2.149935,1.691389,0.373746,0.564955
0.643393,0.546219,0.068838,0.426260
0.728605,0.135160,0.096514,0.543867
1.232879,2.189371,0.281962,0.320569
0.572003,0.048505,0.074211,0.502242
1.727671,1.781159,0.270868,0.482350
0.250722,0.202721,0.048164,0.347448
1.666918,1.574377,0.254323,0.515405
0.426125,0.442362,0.056412,0.366485
1.341930,1.212120,0.181938,0.516144
1.531056,0.126163,0.402557,0.739170
0.083904,0.134280,0.054243,0.298560
2.006344,1.266638,0.376914,0.635866
1.160419,1.274097,0.153772,0.449856
2.041946,1.052726,0.427893,0.673891
0.736599,0.377913,0.081083,0.496978
1.766526,0.718212,0.377497,0.702251
1.932993,2.602871,0.374767,0.360138
1.067813,1.664991,0.190584,0.352330
1.539121,2.255510,0.300259,0.362230
2.305213,2.227278,0.385518,0.464677
2.380475,1.912985,0.416426,0.536319
1.075548,1.466008,0.164504,0.387774
1.082370,1.684822,0.193781,0.352695
1.700337,1.996712,0.281281,0.432775
2.489196,1.885177,0.447658,0.546227
0.337893,0.608019,0.072127,0.303418
1.975164,1.727533,0.324642,0.535737
0.455924,0.817596,0.087171,0.307499
1.104341,0.994142,0.135193,0.492645
0.450121,0.250098,0.052397,0.414149
0.211506,0.328841,0.056305,0.308887
0.872870,0.348747,0.109744,0.553011
1.837156,0.695857,0.414086,0.710300
2.069522,2.248172,0.349748,0.436867
0.741277,0.178672,0.095114,0.539969
2.382808,1.969677,0.412109,0.524742
1.352918,2.718592,0.387221,0.301827
0.864526,1.155615,0.120160,0.381550
1.368763,2.243126,0.293100,0.337259
2.399848,2.802851,0.424974,0.358437
0.238419,0.262905,0.051318,0.330933
0.734564,0.509915,0.077660,0.468231
2.003317,1.046806,0.413680,0.672836
1.009953,1.697207,0.194922,0.333415
1.276271,1.302897,0.172091,0.477355
1.214310,2.176590,0.279766,0.318418
0.761288,0.135570,0.103994,0.555780
1.653574,0.861911,0.303739,0.663760
1.486758,0.245354,0.352796,0.725977
1.943258,2.405211,0.349492,0.392892
1.331236,1.126529,0.180131,0.532160
1.660565,1.278324,0.260278,0.579686
2.239362,1.970188,0.378523,0.513634
1.802258,1.429262,0.292333,0.574125
1.909237,2.200812,0.325521,0.426223
2.023934,2.939824,0.432507,0.324145
2.319947,1.947399,0.398600,0.525391
1.395258,1.347206,0.194579,0.500733
1.934781,2.397769,0.347965,0.393266
1.516728,2.545277,0.351932,0.326228
0.938579,0.715687,0.105922,0.497813
0.697193,0.352013,0.075977,0.487842
1.625485,2.672126,0.377331,0.325915
1.438533,2.372987,0.318295,0.333468
1.158456,0.383920,0.189103,0.638127
1.599867,1.684220,0.243957,0.476907
1.462045,0.777615,0.243511,0.641606
0.764885,0.271216,0.092592,0.529837
2.306002,1.667368,0.422715,0.581395
1.927922,1.488625,0.325141,0.581383
1.869750,0.848255,0.396421,0.692950
1.448090,2.932087,0.430431,0.303549
1.204892,0.733643,0.165282,0.581529
1.648831,2.908746,0.424072,0.312020
2.267807,2.237460,0.379489,0.459454
2.271912,2.006722,0.383959,0.508687
2.009945,2.919452,0.428939,0.325830
1.390348,1.731218,0.218845,0.419977
0.409640,0.308350,0.051648,0.387097
2.244346,2.455035,0.383933,0.412849
1.126807,1.217701,0.146071,0.451826
1.721773,0.548565,0.393485,0.718673
1.154216,0.852958,0.145825,0.539856
1.091354,1.657849,0.190226,0.359431
0.767625,0.844642,0.089786,0.410431
1.822854,0.755005,0.394827,0.702277
1.426763,1.159281,0.201981,0.550859
0.607164,0.814452,0.082329,0.359905
1.447364,1.024103,0.213945,0.586531
1.096981,1.963494,0.240949,0.319340
1.110613,0.299849,0.185392,0.639412
1.295837,2.912095,0.428652,0.297848
2.429554,2.776726,0.424307,0.364568
1.362891,1.023303,0.190636,0.564088
1.640071,2.460019,0.338994,0.349397
1.276063,1.255301,0.169946,0.488169
1.965515,1.322295,0.354843,0.621216
1.552666,2.577777,0.358313,0.327282
2.342022,2.447807,0.395352,0.421947
1.033928,2.074194,0.263043,0.296389
1.104236,0.194587,0.200220,0.655404
1.603452,2.510162,0.346667,0.339337
2.222941,2.047199,0.372166,0.495703
2.256854,2.513022,0.389944,0.402669
1.977653,2.951886,0.434166,0.321310
2.157216,2.429982,0.373031,0.410242
0.148134,0.130025,0.049359,0.322756
1.914854,2.395469,0.345925,0.391250
1.281459,1.709413,0.206752,0.397959
2.428944,1.886168,0.431725,0.544222
1.050142,0.957528,0.125677,0.482883
1.535222,2.441628,0.332619,0.338652
1.016572,0.590104,0.126249,0.552007
2.410011,2.393167,0.403103,0.437895
1.884507,0.903630,0.391566,0.686167
2.603672,2.637491,0.430312,0.398469
1.747611,2.225109,0.310539,0.398414
0.987709,1.266347,0.137174,0.399245
1.172002,0.164523,0.231698,0.677357
2.497320,2.691830,0.422813,0.383247
0.273504,0.265110,0.050544,0.343971
0.734312,1.266786,0.133088,0.322136
2.235117,2.016977,0.375912,0.503161
1.298529,0.207221,0.276280,0.699830
1.498616,2.799935,0.402507,0.308958
0.949832,1.439896,0.156218,0.356736
1.109736,1.041064,0.136254,0.484111
1.334515,0.581346,0.223915,0.648707
1.881762,2.727798,0.392987,0.340138
1.790303,2.277433,0.321064,0.395520
1.418957,1.100690,0.201849,0.561998
0.791668,0.092843,0.115914,0.574488
1.315009,2.087578,0.264096,0.346567
1.514720,2.962010,0.436188,0.305602
0.506861,0.446099,0.058490,0.396006
1.993736,1.650918,0.333375,0.555297
1.664113,0.550209,0.366602,0.713270
2.133320,2.730605,0.403152,0.356255
1.447373,0.707250,0.247685,0.651789
0.436752,0.824142,0.088954,0.299990
2.016615,1.069428,0.414638,0.670233
1.120801,2.324621,0.310482,0.293325
0.770046,0.105089,0.109399,0.564555
1.489813,0.259269,0.350974,0.725127
1.515732,0.361751,0.340448,0.717589
1.495877,0.725150,0.263137,0.659143
1.320380,2.925461,0.431400,0.299124
2.363717,1.630378,0.445772,0.590365
0.430213,0.206806,0.051693,0.415160
1.784868,1.504317,0.283567,0.554091
2.153038,1.311194,0.423875,0.638349
0.465118,0.345769,0.054397,0.400430
1.249661,2.008736,0.249156,0.344379
1.099451,1.760697,0.206468,0.345830
1.235061,1.239150,0.162604,0.479431
0.231308,0.128003,0.046577,0.354700
2.391985,1.758579,0.436508,0.567564
1.019406,0.544841,0.130151,0.562539
1.989553,2.389519,0.351941,0.400753
0.636798,0.554052,0.068587,0.422534
0.905436,1.378511,0.147290,0.354354
1.404350,1.138928,0.197091,0.549408
1.785195,1.219348,0.305136,0.616367
2.114091,2.778446,0.408784,0.347881
2.453232,2.482374,0.410242,0.422185
0.711857,0.470218,0.075452,0.467912
1.003828,1.558417,0.173675,0.352181
1.863943,1.764838,0.298015,0.510244
0.238965,0.001770,0.046083,0.382076
1.222292,1.635201,0.193287,0.396556
2.316734,2.557051,0.398391,0.398780
0.714123,0.644286,0.077427,0.432464
1.910856,2.798146,0.406175,0.334093
1.627123,1.594547,0.245930,0.502225
1.638069,1.571540,0.247566,0.509781
1.801551,1.543167,0.286802,0.548513
1.765784,2.780435,0.400144,0.326616
1.392541,1.452926,0.197876,0.476892
1.672074,2.368435,0.325503,0.365585
1.935013,1.059839,0.382976,0.665689
0.914626,1.851587,0.225000,0.292994
1.158475,1.459169,0.168977,0.412205
1.944293,1.823111,0.315627,0.510159
2.013081,2.148726,0.335867,0.450148
2.118365,1.158505,0.438810,0.661239
1.343674,2.789903,0.402226,0.299631
1.889118,1.747516,0.303522,0.518396
1.413238,1.962315,0.249165,0.383858
2.225565,1.505722,0.418898,0.607721
1.130692,0.710777,0.147006,0.563330
2.260909,1.692877,0.405933,0.573540
1.461910,1.654858,0.220873,0.452015
1.109582,0.246034,0.192924,0.648292
0.724929,0.691281,0.079602,0.426693
1.131915,0.434681,0.173537,0.620739
1.347367,2.884506,0.422162,0.299394
2.114996,2.597256,0.385559,0.376292
1.661060,1.608529,0.253258,0.506361
1.422242,2.620740,0.366075,0.311587
1.404475,2.893326,0.422804,0.301624
1.200532,1.680681,0.197922,0.383101
2.239622,1.921744,0.380459,0.524158
1.843763,1.722334,0.293672,0.516261
1.983926,1.108111,0.394452,0.661605
1.380508,1.555023,0.202042,0.452413
1.563683,1.741128,0.241563,0.457379
1.045781,0.105008,0.194393,0.653182
1.299641,0.847310,0.183277,0.584997
2.045681,1.366544,0.377086,0.620742
1.542828,0.238787,0.381176,0.732700
1.444504,0.262866,0.329485,0.718363
1.591217,0.759642,0.295380,0.671368
1.667239,2.013207,0.278599,0.423766
0.455577,0.487053,0.059406,0.368509
1.189223,2.288494,0.301709,0.304986
1.410356,2.407477,0.324136,0.326271
0.928658,1.503544,0.165067,0.340688
1.225818,2.087950,0.263447,0.330078
2.074249,1.449549,0.375800,0.607445
1.381380,2.862189,0.416385,0.301272
0.756846,0.488041,0.080894,0.481018
2.342605,2.120696,0.394686,0.490134
0.860377,1.035679,0.108547,0.403549
1.272468,0.982831,0.169069,0.547082
1.189623,2.361806,0.316455,0.300257
2.173671,2.508110,0.381135,0.397059
1.719289,0.558502,0.389915,0.717607
1.703856,1.237864,0.276459,0.597710
1.022788,0.489127,0.135454,0.575435
0.216798,0.072149,0.045843,0.359947
2.603158,2.456067,0.430165,0.434906
2.172149,2.446680,0.376031,0.408474
2.420942,2.269285,0.405338,0.464256
1.165654,1.725202,0.202633,0.367029
1.627504,2.216358,0.300034,0.381622
1.488362,0.869049,0.241713,0.629575
2.267290,2.045564,0.381551,0.500008
2.211903,1.508312,0.414116,0.606253
2.236492,2.627087,0.397687,0.380250
1.117036,0.698503,0.144270,0.561788
1.221765,2.258295,0.295412,0.312532
1.426136,1.988452,0.253385,0.382322
1.954137,2.637394,0.381312,0.357414
0.364607,0.568703,0.066497,0.319705
1.890135,1.020565,0.372015,0.668159
2.123454,2.427474,0.369303,0.407692
1.296627,2.030643,0.254064,0.350814
1.479505,0.935878,0.231518,0.613494
2.558551,2.025925,0.448898,0.520844
1.159229,0.328629,0.197791,0.648087
2.511264,2.579767,0.419305,0.405736
0.906293,1.263706,0.133034,0.374723
1.650884,2.544401,0.353973,0.340708
0.493754,0.909209,0.095832,0.304414
2.602106,2.175876,0.444077,0.491928
2.556759,2.842713,0.436432,0.357651
1.094264,0.214314,0.193106,0.649450
0.566056,0.996948,0.102715,0.313293
0.712701,0.520569,0.075195,0.457913
1.574360,0.260214,0.391096,0.733708
2.563618,2.343863,0.427201,0.456167
2.028790,1.846640,0.334534,0.517212
0.478797,0.398665,0.056394,0.394917
1.563075,0.835241,0.272939,0.652191
1.297848,2.217516,0.287794,0.328409
1.848697,1.405026,0.307819,0.587178
1.257105,0.770815,0.177099,0.589208
1.551902,2.594141,0.361627,0.325873
0.609866,1.091058,0.113257,0.311830
1.300341,1.233818,0.174001,0.499522
1.314461,1.024762,0.178448,0.550169
1.602326,1.644787,0.243019,0.486142
0.711845,0.023373,0.104625,0.559116
1.067763,1.716229,0.198450,0.344534
1.589751,0.873813,0.277810,0.650141
1.845739,2.371740,0.337121,0.386981
2.448049,2.924279,0.439445,0.339875
0.917720,1.232114,0.130143,0.383995
1.416892,2.165832,0.280359,0.354723
1.473105,0.859088,0.237370,0.627995
1.040477,0.192181,0.178050,0.637570
1.840935,2.225993,0.320089,0.411801
1.308974,1.878729,0.231109,0.375474
1.868293,2.693635,0.387078,0.343317
0.554028,0.952056,0.098288,0.317104
1.188534,0.928068,0.151335,0.533759
0.960159,0.471783,0.120744,0.557722
0.952381,1.642193,0.186507,0.326603
2.380508,2.259674,0.398542,0.463519
1.631506,2.146985,0.290199,0.393331
0.792634,0.061187,0.120239,0.580420
1.619670,2.205115,0.297863,0.382185
2.459751,2.287792,0.411503,0.462741
1.467415,0.892629,0.231993,0.619677
1.248315,0.926131,0.165340,0.552469
1.234697,1.178813,0.161261,0.492724
1.997443,2.746328,0.399944,0.345671
1.788601,1.426668,0.288432,0.572132
2.400154,2.212300,0.402698,0.474768
1.119543,0.651433,0.147930,0.572750
2.006018,1.387538,0.360670,0.612607
1.070433,1.888669,0.227485,0.322668
1.536148,0.256917,0.374141,0.730148
0.854833,0.173230,0.123071,0.581303
1.925599,1.012136,0.388176,0.672836
1.232669,0.950165,0.161165,0.542611
0.718362,1.203663,0.125040,0.327189
2.097205,2.425568,0.366308,0.405347
1.365352,1.417279,0.191095,0.477312
2.410543,2.816213,0.426793,0.356650
1.825334,2.784992,0.401742,0.330257
1.749977,1.061426,0.311531,0.642348
1.505825,0.388457,0.329729,0.713097
0.402950,0.327417,0.051734,0.380531
1.628728,2.197644,0.296931,0.384821
0.515589,0.594259,0.065208,0.369602
1.417407,0.849545,0.219618,0.616374
2.246759,1.955337,0.380929,0.517686
1.752918,1.956099,0.285110,0.450218
1.247511,0.683744,0.182364,0.604870
1.179327,1.202675,0.152645,0.471060
1.312846,2.885517,0.422689,0.297848
1.873290,1.845945,0.300493,0.494141
1.277574,2.517639,0.345967,0.302622
1.328749,2.395119,0.321012,0.316237
0.673094,0.699318,0.076670,0.406258
1.270694,2.959443,0.439083,0.298048
1.713242,0.876465,0.325219,0.671139
1.460896,1.985333,0.255612,0.389405
1.679814,0.967211,0.298598,0.648771
1.328864,0.852054,0.191996,0.592188
0.835547,0.662047,0.090689,0.472928
0.421373,0.174428,0.051056,0.418534
0.846390,0.886035,0.097938,0.429462
1.686628,1.800492,0.264633,0.470160
2.362021,2.375638,0.395777,0.437900
0.292684,0.334363,0.053385,0.337643
2.488921,2.516245,0.414923,0.417195
0.766402,1.547287,0.176427,0.291887
2.177939,1.917090,0.366434,0.519247
1.248695,1.819062,0.219695,0.371503
1.567335,0.462200,0.341646,0.712621
1.848480,1.245605,0.323842,0.620794
1.020222,0.762729,0.120050,0.515483
1.911071,0.698789,0.446607,0.712952
2.463133,1.916758,0.436961,0.539407
1.241719,1.699210,0.202511,0.389931
1.171694,0.216535,0.222409,0.669348
1.907126,2.863628,0.417620,0.326901
1.007800,0.923382,0.118137,0.476390
1.487744,1.200863,0.216376,0.557244
2.522388,1.953976,0.447937,0.533911
1.029930,0.050160,0.198674,0.657090
1.735516,0.805919,0.347028,0.685415
0.088907,0.145672,0.053927,0.298186
2.192641,1.261260,0.447641,0.647742
1.748323,0.845853,0.345028,0.680934
1.962716,1.922399,0.319955,0.491230
1.313857,2.716772,0.387050,0.299030
0.593906,0.585616,0.067221,0.400213
2.505312,2.636976,0.420493,0.393999
1.353557,2.491105,0.340102,0.312452
1.962681,1.634792,0.325211,0.554406
2.326568,2.078351,0.392982,0.497765
2.350263,2.901327,0.433632,0.340340
1.347120,2.596962,0.361667,0.305601
0.111380,0.150765,0.052406,0.305395
1.308527,0.201614,0.281679,0.702299
1.486502,1.049032,0.223953,0.590832
1.293146,2.177486,0.280147,0.332132
1.792078,1.931415,0.289047,0.462024
1.741020,2.555209,0.358732,0.349024
0.337773,0.540128,0.065834,0.315507
2.577827,2.495587,0.425676,0.425841
1.574878,1.119945,0.245464,0.596026
2.540456,2.244344,0.427290,0.475643
2.352253,2.141738,0.395784,0.486172
1.294145,2.435892,0.329947,0.309264
0.674616,0.530659,0.071139,0.441715
1.894291,2.737721,0.394803,0.339835
0.933005,0.724235,0.104862,0.494070
0.614088,1.011882,0.103156,0.326401
0.881805,0.193995,0.128029,0.586655
1.902498,1.208789,0.347521,0.635496
2.222968,2.509354,0.385863,0.400837
2.580749,2.431488,0.427142,0.438944
2.075984,2.758768,0.404217,0.348772
1.187513,1.033014,0.150375,0.510378
2.463476,2.110413,0.419929,0.499863
2.038491,1.971744,0.335491,0.491044
1.481916,0.009879,0.407169,0.740939
2.185179,2.678884,0.399312,0.367920
0.838668,1.665640,0.193790,0.295722
1.471085,1.761680,0.231120,0.432578
1.285223,2.391722,0.320923,0.310726
1.187772,1.755507,0.207651,0.367481
2.365264,2.050547,0.402383,0.506536
1.076413,2.246827,0.296079,0.291114
2.165099,1.352273,0.421540,0.631980
2.457487,2.020096,0.425902,0.518362
1.507343,1.163941,0.222971,0.570517
1.133385,0.714542,0.147737,0.563461
1.264040,2.064054,0.259335,0.340133
1.195510,0.942055,0.152669,0.532790
2.225730,2.305402,0.374464,0.441367
1.629387,1.843837,0.258766,0.449828
1.229949,0.972337,0.160085,0.536842
0.557898,1.107516,0.118509,0.293226
1.527058,0.951992,0.245745,0.621582
1.378798,0.471927,0.258689,0.678321
2.525779,2.395304,0.419650,0.443933
1.468184,2.955748,0.435135,0.304236
1.604234,0.134351,0.435801,0.742749
1.441452,2.205382,0.288155,0.353548
1.856145,1.259841,0.324388,0.619071
1.613626,0.530513,0.348096,0.710153
2.104099,2.288002,0.356743,0.432490
0.546185,0.551485,0.063203,0.389541
2.273965,2.349674,0.382594,0.436406
1.985377,1.172739,0.383750,0.650961
0.530279,0.385844,0.058212,0.417276
0.112873,0.205122,0.055854,0.296114
1.942631,2.538481,0.366483,0.370826
0.829788,1.648808,0.191200,0.295412
0.862105,0.045187,0.142342,0.606730
1.459141,0.390255,0.308128,0.705858
1.455968,2.605519,0.363354,0.315691
1.824171,1.661831,0.289915,0.526160
0.867153,1.244701,0.129774,0.366094
1.212293,2.066114,0.259526,0.330244
2.216673,1.975091,0.373108,0.510665
1.098209,0.892769,0.133281,0.512937
2.083178,2.119176,0.346205,0.465209
1.627507,1.595523,0.245799,0.502139
2.150483,2.784934,0.410802,0.349041
0.903431,0.664269,0.100665,0.496472
0.625990,0.023850,0.085851,0.527571
1.377114,1.820849,0.227816,0.400480
0.992343,0.661063,0.117395,0.528292
1.113739,1.750348,0.204411,0.350449
1.893566,2.245011,0.327573,0.415564
1.595058,0.909228,0.274845,0.644357
1.020502,0.085309,0.188591,0.649094
1.589997,1.297060,0.240041,0.560206
0.593065,0.200813,0.067235,0.479632
1.961596,1.574536,0.329082,0.567646
1.759677,1.218329,0.296883,0.612190
2.006090,1.678104,0.335032,0.550994
0.621456,1.114241,0.116199,0.311928
1.717206,2.168885,0.301318,0.403604
2.513232,2.356259,0.418588,0.451253
1.880313,1.125205,0.351204,0.648501
1.616333,0.775659,0.303091,0.673010
1.311100,1.087926,0.175858,0.535040
2.073701,1.870471,0.344021,0.517782
1.112981,0.223425,0.198210,0.653086
1.407631,1.035236,0.201887,0.573656
1.272135,1.981223,0.244985,0.352423
1.827645,2.189986,0.314784,0.416585
1.364217,0.164934,0.314350,0.716297
0.658027,0.852621,0.086489,0.370154
2.284989,1.450081,0.447812,0.619687
1.735466,2.956543,0.433847,0.313074
0.962226,0.945969,0.112919,0.456346
1.904443,2.774642,0.401602,0.336374
1.492073,1.028624,0.227087,0.596768
1.184091,0.209869,0.228051,0.673580
2.494374,1.904102,0.446347,0.542578
1.495717,2.201829,0.290148,0.362771
0.634318,0.916455,0.092301,0.350202
0.781763,0.541662,0.083785,0.478978
1.230250,0.357310,0.220173,0.662013
0.760059,1.140702,0.116300,0.350868
2.277798,2.541547,0.393672,0.398924
1.109735,1.703031,0.196980,0.356803
1.187176,1.588248,0.185460,0.395817
1.879332,2.860856,0.416635,0.325955
2.108294,1.303749,0.408898,0.637141
0.880344,0.283739,0.117947,0.568786
2.426836,2.466489,0.406608,0.424054
1.060994,1.858015,0.222266,0.324202
2.595420,2.156769,0.444313,0.495503
0.612270,1.144164,0.120705,0.304274
1.524999,2.438246,0.331998,0.337825
1.259915,1.952340,0.240000,0.354113
1.378517,2.189738,0.283487,0.345002
0.444021,0.053545,0.056566,0.451815
1.624601,2.648853,0.372902,0.327820
2.281040,1.496279,0.438728,0.611488
1.673802,2.048096,0.282972,0.418431
1.854344,2.669467,0.382251,0.345109
1.844171,0.575052,0.444401,0.722748
0.746975,0.851334,0.089002,0.401584
0.040798,0.054031,0.052618,0.297676
1.634522,0.293517,0.411734,0.735648
0.965010,1.578273,0.176333,0.338938
1.075489,2.934892,0.437897,0.291786
1.770602,1.940108,0.286520,0.456752
1.072892,1.463319,0.163799,0.387500
1.419050,0.145860,0.344500,0.726258
0.480313,0.335456,0.054502,0.408543
0.297804,0.425501,0.058139,0.322299
0.692188,0.207128,0.082907,0.515842
1.541621,2.377668,0.321355,0.346942
1.592717,2.540025,0.352181,0.335130
1.823346,0.813536,0.382892,0.694114
1.124749,2.198340,0.285426,0.302007
1.665289,0.425416,0.395120,0.727002
1.666531,1.608407,0.254272,0.507587
0.907666,0.212647,0.132932,0.591709
2.373953,2.112816,0.401375,0.493721
1.221851,1.254517,0.161548,0.472469
0.586875,1.157963,0.124349,0.294391
1.639041,0.425227,0.383048,0.724876
0.887371,0.165235,0.133403,0.593922
2.314912,1.954462,0.397100,0.523345
1.677953,2.649408,0.373659,0.332470
1.595708,1.568564,0.239356,0.501145
1.504214,0.522672,0.301793,0.694466
1.055809,0.513021,0.142347,0.581136
1.307590,1.666621,0.204369,0.412165
2.316914,2.866700,0.428285,0.344572
0.715705,0.619204,0.076403,0.438038
1.978413,1.495451,0.340338,0.586887
1.971490,1.132722,0.385188,0.656752
1.694715,0.272983,0.445622,0.739375
1.145255,2.323801,0.309639,0.296513
1.108943,2.894485,0.429099,0.290754
1.734761,2.961578,0.435032,0.312733
1.055924,0.942203,0.125969,0.488135
0.315747,0.342460,0.052734,0.344525
0.848526,0.840830,0.096549,0.439657
0.874182,0.983422,0.105702,0.418795
2.525964,2.036515,0.440117,0.517540
1.888123,1.284636,0.332620,0.618645
0.858418,0.404013,0.102788,0.536477
2.529470,2.229677,0.426061,0.478243
1.177157,1.257906,0.155245,0.458563
1.752669,0.975875,0.325006,0.658798
2.574224,2.344205,0.428911,0.456547
1.163236,0.621602,0.162779,0.592700
1.140653,0.059555,0.239982,0.683919
1.290381,0.063036,0.303984,0.714259
1.579052,1.578269,0.236141,0.495043
1.230301,1.598705,0.190115,0.405114
1.239813,0.567153,0.192481,0.626106
2.544124,2.736090,0.428587,0.376891
0.931764,1.635772,0.185669,0.322306
1.451475,1.251098,0.206031,0.536908
1.847820,1.648757,0.295671,0.533180
1.151845,0.461247,0.176722,0.621655
0.605488,1.071339,0.110947,0.313570
1.054501,1.281631,0.143641,0.416591
1.110189,0.267397,0.190191,0.644904
1.985479,1.780305,0.325556,0.525603
1.367060,1.401694,0.191142,0.481277
1.395722,2.468995,0.336378,0.318984
0.779593,0.259764,0.096168,0.537481
1.323221,0.010675,0.331117,0.723749
1.683989,2.805074,0.403813,0.319788
1.075181,0.374296,0.163278,0.615258
0.802370,0.435217,0.089780,0.509517
1.550758,2.104453,0.278351,0.386711
2.092809,1.584206,0.367030,0.581724
1.481195,0.416494,0.312730,0.705928
1.063795,1.944359,0.238205,0.314731
2.429687,2.089172,0.413915,0.502373
1.944814,1.286235,0.352426,0.625786
0.991984,1.097941,0.123088,0.434131
1.999850,2.780218,0.404978,0.341534
2.011567,1.056962,0.414942,0.671548
1.692010,1.776179,0.264736,0.476346
1.634346,2.069019,0.281537,0.407506
1.005831,0.927316,0.118311,0.474997
2.250758,1.414039,0.441510,0.624793
0.535603,0.717144,0.074103,0.352914
2.479355,2.285704,0.415124,0.464109
1.000268,1.545251,0.171091,0.353476
1.843804,1.496178,0.300169,0.566445
0.955839,0.328218,0.132718,0.585653
1.076553,1.616486,0.183741,0.362009
1.429134,1.980241,0.252744,0.383935
1.086996,1.316853,0.149608,0.419085
1.355274,0.863745,0.198682,0.596886
1.649572,0.177634,0.447029,0.742378
1.293858,2.459008,0.334412,0.307577
1.655068,2.867100,0.415960,0.314296
0.388513,0.128777,0.050013,0.414975
1.338111,1.383878,0.185216,0.477265
1.175780,2.198803,0.284011,0.310168
1.947216,2.208080,0.330587,0.429855
1.470977,1.394533,0.210147,0.510045
1.547968,0.236025,0.383897,0.733355
0.098411,0.065840,0.049915,0.316553
0.604503,1.082469,0.112666,0.311720
1.999939,1.831819,0.327762,0.516367
1.978446,1.800518,0.323457,0.520165
2.483347,2.280073,0.415656,0.465487
1.666345,0.234769,0.441360,0.740620
0.776006,0.200783,0.101060,0.548075
0.819950,0.711993,0.089231,0.456597
1.520291,0.510115,0.310952,0.699178
1.395628,0.390246,0.280837,0.694185
0.434886,0.131027,0.052922,0.432414
0.832485,1.482485,0.163082,0.317570
1.807488,0.987683,0.344719,0.664496
1.729702,0.513147,0.405227,0.723191
2.485385,2.125040,0.423912,0.498001
1.200753,2.116306,0.268291,0.322631
1.532131,0.636032,0.292352,0.681937
0.838028,1.583816,0.179375,0.305533
0.613819,0.482573,0.065742,0.428826
1.872985,2.584185,0.369243,0.357778
1.291728,0.035129,0.310795,0.717341
0.602565,0.108391,0.074290,0.502134
1.570749,1.929517,0.259143,0.421338
1.927267,1.608226,0.317573,0.555077
1.871799,2.766909,0.399348,0.335151
1.613575,1.261782,0.248023,0.573573
1.690726,0.598074,0.368975,0.710323
1.654118,2.084162,0.285414,0.408391
0.650094,0.371566,0.069005,0.465721
1.207390,1.973881,0.242787,0.340722
1.324392,2.572316,0.357136,0.305124
1.278943,0.270799,0.255308,0.686803
1.191674,1.399609,0.166722,0.433233
1.359395,0.888888,0.198048,0.592704
1.803567,2.275854,0.321328,0.397768
1.659802,0.573004,0.359885,0.709777
1.299850,0.959564,0.177044,0.560237
1.273739,0.452178,0.220359,0.656754
1.137294,1.736402,0.202942,0.358319
1.847617,1.469759,0.302781,0.572858
2.119971,1.955036,0.352411,0.504726
1.360823,0.343052,0.275064,0.694061
1.628282,0.619248,0.336583,0.699968
2.310799,2.235792,0.386696,0.463263
1.715140,1.532955,0.265739,0.534313
2.478349,2.788353,0.427868,0.364505
1.982862,0.903694,0.433288,0.692097
1.739516,2.539344,0.355910,0.350541
1.813502,1.693710,0.287080,0.517415
2.214441,1.541463,0.410286,0.600414
2.527137,2.749862,0.428494,0.373450
1.533387,2.113921,0.278646,0.382192
2.076783,1.219866,0.411086,0.649650
2.009862,1.633871,0.338793,0.561347
1.873730,2.919308,0.427895,0.320312
1.823713,1.650151,0.289618,0.528633
1.714831,2.626476,0.370587,0.338111
1.718378,2.027322,0.286067,0.430038
1.688450,1.844525,0.267546,0.461334
1.597169,2.485231,0.342329,0.341664
1.697421,1.327520,0.268078,0.576626
2.098861,2.346015,0.359960,0.420727
2.100816,2.553375,0.379689,0.382665
2.109329,1.645502,0.366319,0.570544
0.948715,0.080741,0.164411,0.628242
0.826379,0.051626,0.130909,0.593807
1.661760,1.977492,0.274391,0.429672
1.157411,1.473009,0.170672,0.409344
1.978482,1.015034,0.409106,0.676326
1.006416,1.049943,0.122706,0.449016
2.051400,1.340293,0.382593,0.626153
1.476375,0.778282,0.248612,0.645015
1.067692,0.672968,0.133669,0.551302
0.690170,0.633564,0.074849,0.425917
1.646235,0.840071,0.304680,0.666525
1.739540,2.352506,0.326648,0.376453
1.605631,2.579403,0.359722,0.332209
1.581566,0.911004,0.269775,0.641271
0.957664,1.067662,0.118286,0.429403
2.358224,1.665438,0.438539,0.583727
0.442189,0.846199,0.091258,0.297807
2.395924,2.826067,0.426935,0.354269
1.409818,1.639273,0.212633,0.442534
1.062432,0.587401,0.138114,0.567825
0.819748,0.180840,0.113074,0.567738
0.963391,1.884489,0.229765,0.300203
0.725375,0.797438,0.084279,0.405021
1.173073,2.069855,0.259981,0.322343
1.701938,2.356301,0.325324,0.371078
1.985496,1.306212,0.363421,0.626318
0.907512,0.487259,0.107657,0.536121
1.670835,1.120312,0.276555,0.616230
0.882101,1.640751,0.187736,0.309419
1.814782,2.550547,0.361344,0.356682
1.960846,1.022072,0.400502,0.673812
0.701823,0.800986,0.083139,0.395729
1.068400,1.794514,0.211043,0.334187
1.277651,0.634047,0.197017,0.623739
0.575184,1.156424,0.124616,0.291097
1.031400,2.135806,0.275719,0.291032
2.575350,2.168634,0.439369,0.492701
